suburb,category,name,lat,lon
Upwey,cafe,Tasty Az,-37.9164925,145.3347351
Coburg,cafe,Tasty Sub,-37.7432549,144.9661194
McKinnon,cafe,Tax Agent Espresso,-37.9254125,145.0350942
Malvern East,cafe,Taylor Made Eatery,-37.8633056,145.0779068
Surrey Hills,cafe,Tea House Cafe,-37.8387716,145.1051074
Melbourne,cafe,Tea Wave,-37.8032399,144.9637051
East Geelong,cafe,Teahouse @ gbg,-38.1499134,144.3772495
Footscray,gym,Team Adrenalin,-37.7877741,144.8897883
Cheltenham,cafe,Teaser Black,-37.9588545,145.0556682
Preston,cafe,Teaser,-37.7394533,145.0036085
Box Hill North,cafe,Teaser,-37.8188457,145.1219276
Footscray,cafe,Tee & Coffee,-37.8064922,144.8912606
South Melbourne,cafe,Teej Cafe,-37.8185302,144.9476112
Hughesdale,cafe,Temperance Society,-37.9001489,145.0810983
Parkville,cafe,Temple Arden,-37.8006745,144.9456092
Chelsea Heights,cafe,Temptation Pies,-38.0420257,145.1392928
Essendon,cafe,Ten one ate,-37.7501213,144.9145114
Melbourne,cafe,Ten Square,-37.8119646,144.9605372
Mordialloc,cafe,Tender Roast & Cafe,-38.0076129,145.0867487
Hampton East,cafe,Teo's Pizza,-37.9485483,145.0424305
West Melbourne,cafe,Teresa's Cafe,-37.8105085,144.9228446
Caulfield East,cafe,Terminus Ln,-37.8772321,145.0571085
Brunswick East,supermarket,Terra Madre,-37.7585741,144.9634205
Fitzroy North,supermarket,Terra Madre,-37.7796091,144.9966435
Fitzroy,cafe,Terror Twilight,-37.7991491,144.9849275
Ferntree Gully,cafe,Terry's Cafe,-37.8839621,145.2821546
Balwyn North,cafe,Tesoro,-37.7920439,145.0935581
Ringwood East,cafe,Th!nk.cafe.,-37.8120343,145.2512851
Springvale,supermarket,Thai Hoa Long Co,-37.9488938,145.1511298
Sandringham,cafe,Thai Rani,-37.9622049,145.0188027
Nunawading,supermarket,Thai Sun Food Market,-37.8207129,145.1765969
Brunswick East,cafe,Thangs,-37.7628556,144.9734203
Springvale,cafe,Thanh Nga Cafe,-37.9522075,145.1511274
Surrey Hills,cafe,Thanks a Latte,-37.813272,145.0839235
Hadfield,cafe,That Coffee Shop,-37.7202819,144.959963
Melbourne,cafe,That Schnitzel Place,-37.810514,144.969612
Upper Ferntree Gully,cafe,The 1000 steps cafe,-37.8891796,145.3173805
Altona,cafe,The 6th Child,-37.8643243,144.8130099
Glenroy,cafe,The Acai Company,-37.7164606,144.934683
Hughesdale,cafe,The Alleyway Cartel,-37.8896906,145.0679071
Fairfield,cafe,The Alphington Foodstore,-37.7780786,145.0307394
Fitzroy,cafe,The Alt Grill and Bar,-37.7991997,144.984395
South Melbourne,cafe,The Ambitious Act,-37.8342952,144.9613688
Middle Park,cafe,The Armstrong Street Food Store,-37.8503666,144.9640871
Port Melbourne,cafe,The Avenue Cafe,-37.8367035,144.9197517
South Melbourne,cafe,The Avenue Foodstore,-37.8441215,144.951594
South Kingsville,cafe,The Backyard,-37.8426387,144.8816162
Mitcham,cafe,The Bakery Cafe,-37.8276674,145.1943811
Drumcondra,cafe,The Base,-38.1426003,144.3557814
Brighton,cafe,The Baths,-37.9100535,144.9854448
Sandringham,cafe,The Bay Road Café,-37.9529833,145.0120069
Melbourne,cafe,The Bean Project,-37.8082906,144.9629789
Melbourne,cafe,The Bean Room,-37.810158,144.96662
Brighton,cafe,The Beanery,-37.9140191,144.9947505
Fitzroy,cafe,The Belljar,-37.7916738,144.9856759
Maribyrnong,cafe,The Boathouse,-37.7680672,144.9027808
Keilor Park,gym,The Body Mill,-37.7227024,144.8464782
Melbourne,cafe,The Bond Store,-37.8217545,144.9639586
Coburg,cafe,The Boot Factory,-37.7378221,144.9688758
Surrey Hills,cafe,The Boulevard Food Store,-37.8209127,145.1047763
Kew East,cafe,The Cake Alchemist,-37.7937773,145.0640129
